,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
532,1 ACoA + 1 H2O [mitochondrial matrix] <=> 1 ACoA,FFA_modify,,R-ALL-77313 + R-ALL-113521 <=> R-ALL-77251,R-CEL-77314;R-CFA-77314;R-DDI-77314;R-DME-77314;R-DRE-77314;R-HSA-77314;R-MMU-77314;R-RNO-77314;R-SSC-77314
533,1 CoA-SH [mitochondrial matrix] + 1 ACoA <=> 1 ACoA + 1 Ac-CoA [mitochondrial matrix],FFA_modify,,R-ALL-29374 + R-ALL-77320 <=> R-ALL-77318 + R-ALL-113559,R-CEL-77321;R-CFA-77321;R-DME-77321;R-DRE-77321;R-GGA-77321;R-HSA-77321;R-MMU-77321;R-RNO-77321;R-SSC-77321;R-XTR-77321
534,1 ACoA + 1 H2O [mitochondrial matrix] <=> 1 ACoA,FFA_modify,,R-ALL-77324 + R-ALL-113521 <=> R-ALL-77322,R-CEL-77325;R-CFA-77325;R-DDI-77325;R-DME-77325;R-DRE-77325;R-HSA-77325;R-MMU-77325;R-RNO-77325;R-SSC-77325
535,1 CoA-SH [mitochondrial matrix] + 1 ACoA <=> 1 ACoA + 1 Ac-CoA [mitochondrial matrix],FFA_modify,,R-ALL-29374 + R-ALL-77328 <=> R-ALL-77326 + R-ALL-113559,R-CEL-77329;R-CFA-77329;R-DME-77329;R-DRE-77329;R-GGA-77329;R-HSA-77329;R-MMU-77329;R-RNO-77329;R-SSC-77329;R-XTR-77329
536,1 ACoA + 1 H2O [mitochondrial matrix] <=> 1 ACoA,FFA_modify,,R-ALL-77332 + R-ALL-113521 <=> R-ALL-77330,R-CEL-77333;R-CFA-77333;R-DDI-77333;R-DME-77333;R-DRE-77333;R-HSA-77333;R-MMU-77333;R-RNO-77333;R-SSC-77333
537,1 CoA-SH [mitochondrial matrix] + 1 ACoA <=> 1 ACoA + 1 Ac-CoA [mitochondrial matrix],FFA_modify,,R-ALL-29374 + R-ALL-77339 <=> R-ALL-77337 + R-ALL-113559,R-CEL-77340;R-CFA-77340;R-DME-77340;R-DRE-77340;R-GGA-77340;R-HSA-77340;R-MMU-77340;R-RNO-77340;R-SSC-77340;R-XTR-77340
538,1 ACoA + 1 H2O [mitochondrial matrix] <=> 1 ACoA,FFA_modify,,R-ALL-77343 + R-ALL-113521 <=> R-ALL-77341,R-CEL-77344;R-CFA-77344;R-DDI-77344;R-DME-77344;R-DRE-77344;R-HSA-77344;R-MMU-77344;R-RNO-77344;R-SSC-77344
539,NA + NA <=> NA,FFA_modify,,R-ALL-8848288 + R-CEL-8848239 <=> R-CEL-8848291,R-CEL-8848246
540,NA + NA <=> NA,FFA_modify,,R-ALL-5690520 + R-CEL-8848234 <=> R-CEL-8866017,R-CEL-8848247
541,1 ACoA + 1 acbp-5 <=> NA,FFA_modify,,R-ALL-164991 + R-CEL-8848243 <=> R-CEL-8848271,R-CEL-8848250
542,1 GPL [plasma membrane] <=> 1 GPL [endoplasmic reticulum membrane],,,R-ALL-8857646 <=> R-ALL-8857684,R-CEL-8857662;R-CFA-8857662;R-DRE-8857662;R-GGA-8857662;R-HSA-8857662;R-MMU-8857662;R-RNO-8857662;R-SSC-8857662;R-XTR-8857662
543,1 fitm-2 + 1 TAG <=> NA,,,R-CEL-8857655 + R-ALL-549167 <=> R-CEL-8857661,R-CEL-8857686
544,NA + NA <=> NA,,,R-CEL-5693370-5 + R-ALL-8866926 <=> R-CEL-8862370,R-CEL-8862380
545,1 Cholesterol + 1 Cholesterol + 1 - <=> NA,L_merge,,R-ALL-176655 + R-ALL-5357505 + R-CEL-196114 <=> R-CEL-8873894,R-CEL-8873850
546,1 ATP [cytosol] + 1 - <=> 1 - + 1 ADP [cytosol],,,R-ALL-113592 + R-CEL-8873867 <=> R-CEL-8873930 + R-ALL-29370,R-CEL-8873929
547,1 Ac-CoA [mitochondrial matrix] + 1 ACoA <=> 1 CoA-SH [mitochondrial matrix] + 1 ACoA,FFA_modify,,R-ALL-113559 + R-ALL-1524038 <=> R-ALL-29374 + R-ALL-8874749,R-CEL-8874745;R-CFA-8874745;R-DME-8874745;R-DRE-8874745;R-GGA-8874745;R-HSA-8874745;R-MMU-8874745;R-RNO-8874745;R-SSC-8874745;R-XTR-8874745
548,1 PC + 1 - <=> NA,,,R-ALL-426925 + R-CEL-8873841 <=> R-CEL-8873897,R-CEL-8877153
549,1 Cholesterol <=> 1 Cholesterol,L_HGmodify,,R-ALL-8951853 <=> R-ALL-193156,R-CEL-8951850;R-CFA-8951850;R-GGA-8951850;R-HSA-8951850;R-MMU-8951850;R-RNO-8951850;R-XTR-8951850
550,1 ACoA + 1 H+ [mitochondrial matrix] + 1 NADPH [mitochondrial matrix] <=> 1 ACoA + 1 NADP+ [mitochondrial matrix],FFA_modify,,R-ALL-77343 + R-ALL-113529 + R-ALL-113600 <=> R-ALL-77308 + R-ALL-113563,R-CEL-8952873;R-CFA-8952873;R-DDI-8952873;R-DME-8952873;R-DRE-8952873;R-GGA-8952873;R-HSA-8952873;R-MMU-8952873;R-RNO-8952873;R-SCE-8952873;R-SPO-8952873;R-XTR-8952873
551,1 PE + 1 Cer <=> 1 EPC,L_HGdelete,"2,1",R-ALL-8959490 + R-ALL-8959486 <=> R-ALL-8959463,R-CEL-8959462;R-CFA-8959462;R-DDI-8959462;R-DME-8959462;R-DRE-8959462;R-GGA-8959462;R-HSA-8959462;R-MMU-8959462;R-PFA-8959462;R-RNO-8959462;R-SSC-8959462;R-XTR-8959462
552,NA <=> 1 25(OH)D [lysosomal lumen] + 1 sol-1,,,R-CEL-8963847 <=> R-ALL-350136 + R-CEL-350088,R-CEL-8963864
553,"NA + 1 1,25(OH)2D [nucleoplasm] <=> NA",,,R-CEL-375512-5 + R-ALL-8963912 <=> R-CEL-8963916,R-CEL-8963915
554,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29356 + R-ALL-9022655 <=> R-ALL-9022660,R-CEL-9018862;R-CFA-9018862;R-DDI-9018862;R-DME-9018862;R-DRE-9018862;R-GGA-9018862;R-HSA-9018862;R-MMU-9018862;R-RNO-9018862;R-SCE-9018862;R-SPO-9018862;R-SSC-9018862;R-XTR-9018862
555,1 NEFA + 2 GSH [cytosol] <=> 1 H2O [cytosol] + 1 NEFA + 1 GSSG [cytosol],FFA_modify,,R-ALL-9020583 + R-ALL-29450 <=> R-ALL-29356 + R-ALL-9020474 + R-ALL-111745,R-CEL-9018868;R-DME-9018868;R-DRE-9018868;R-GGA-9018868;R-HSA-9018868;R-MMU-9018868;R-PFA-9018868;R-RNO-9018868;R-SCE-9018868;R-SPO-9018868
556,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29356 + R-ALL-9023708 <=> R-ALL-9023712,R-CEL-9018877;R-CFA-9018877;R-DDI-9018877;R-DME-9018877;R-DRE-9018877;R-GGA-9018877;R-HSA-9018877;R-MMU-9018877;R-RNO-9018877;R-SCE-9018877;R-SPO-9018877;R-SSC-9018877;R-XTR-9018877
557,1 NEFA + 2 GSH [cytosol] <=> 1 H2O [cytosol] + 1 NEFA + 1 GSSG [cytosol],FFA_modify,,R-ALL-9023653 + R-ALL-29450 <=> R-ALL-29356 + R-ALL-9023651 + R-ALL-111745,R-CEL-9018895;R-DME-9018895;R-DRE-9018895;R-GGA-9018895;R-HSA-9018895;R-MMU-9018895;R-PFA-9018895;R-RNO-9018895;R-SCE-9018895;R-SPO-9018895
558,1 H2O [cytosol] + 1 NEFA <=> NA,FFA_modify,,R-ALL-29356 + R-ALL-9024602 <=> R-ALL-9024574,R-CEL-9020252;R-CFA-9020252;R-DDI-9020252;R-DME-9020252;R-DRE-9020252;R-GGA-9020252;R-HSA-9020252;R-MMU-9020252;R-RNO-9020252;R-SCE-9020252;R-SPO-9020252;R-SSC-9020252;R-XTR-9020252
559,1 H2O [cytosol] + 1 NEFA <=> NA,FFA_modify,,R-ALL-29356 + R-ALL-9024781 <=> R-ALL-9024809,R-CEL-9020253;R-CFA-9020253;R-DDI-9020253;R-DME-9020253;R-DRE-9020253;R-GGA-9020253;R-HSA-9020253;R-MMU-9020253;R-RNO-9020253;R-SCE-9020253;R-SPO-9020253;R-SSC-9020253;R-XTR-9020253
560,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29356 + R-ALL-9024893 <=> R-ALL-9024879,R-CEL-9020257;R-CFA-9020257;R-DDI-9020257;R-DME-9020257;R-DRE-9020257;R-GGA-9020257;R-HSA-9020257;R-MMU-9020257;R-RNO-9020257;R-SCE-9020257;R-SPO-9020257;R-SSC-9020257;R-XTR-9020257
561,1 H2O [cytosol] + 1 NEFA <=> NA,FFA_modify,,R-ALL-29356 + R-ALL-9024768 <=> R-ALL-9024759,R-CEL-9020258;R-CFA-9020258;R-DDI-9020258;R-DME-9020258;R-DRE-9020258;R-GGA-9020258;R-HSA-9020258;R-MMU-9020258;R-RNO-9020258;R-SCE-9020258;R-SPO-9020258;R-SSC-9020258;R-XTR-9020258
562,1 H2O [cytosol] + 1 NEFA <=> NA,FFA_modify,,R-ALL-29356 + R-ALL-9024577 <=> R-ALL-9024570,R-CEL-9020270;R-CFA-9020270;R-DDI-9020270;R-DME-9020270;R-DRE-9020270;R-GGA-9020270;R-HSA-9020270;R-MMU-9020270;R-RNO-9020270;R-SCE-9020270;R-SPO-9020270;R-SSC-9020270;R-XTR-9020270
563,2 GSH [cytosol] + 1 NEFA <=> 1 H2O [cytosol] + 1 NEFA + 1 GSSG [cytosol],FFA_modify,,R-ALL-29450 + R-ALL-9024522 <=> R-ALL-29356 + R-ALL-9024463 + R-ALL-111745,R-CEL-9020271;R-DME-9020271;R-DRE-9020271;R-GGA-9020271;R-HSA-9020271;R-MMU-9020271;R-PFA-9020271;R-RNO-9020271;R-SCE-9020271;R-SPO-9020271
564,2 GSH [cytosol] + 1 NEFA <=> 1 H2O [cytosol] + 1 NEFA + 1 GSSG [cytosol],FFA_modify,,R-ALL-29450 + R-ALL-9024012 <=> R-ALL-29356 + R-ALL-9024815 + R-ALL-111745,R-CEL-9020273;R-DME-9020273;R-DRE-9020273;R-GGA-9020273;R-HSA-9020273;R-MMU-9020273;R-PFA-9020273;R-RNO-9020273;R-SCE-9020273;R-SPO-9020273
565,1 H2O [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29356 + R-ALL-9024873 <=> R-ALL-9024886,R-CEL-9024890;R-CFA-9024890;R-DDI-9024890;R-DME-9024890;R-DRE-9024890;R-GGA-9024890;R-HSA-9024890;R-MMU-9024890;R-RNO-9024890;R-SCE-9024890;R-SPO-9024890;R-SSC-9024890;R-XTR-9024890
566,1 NEFA + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + NA + 1 NADP+ [cytosol],FFA_modify,,R-ALL-9027029 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-9027326 + R-ALL-29366,R-CEL-9027302;R-CFA-9027302;R-DDI-9027302;R-HSA-9027302;R-MMU-9027302;R-RNO-9027302;R-XTR-9027302
567,1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] + 1 NEFA <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + NA,FFA_modify,,R-ALL-70106 + R-ALL-29368 + R-ALL-29364 + R-ALL-9027049 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-9027324,R-CEL-9027321;R-CFA-9027321;R-DDI-9027321;R-HSA-9027321;R-MMU-9027321;R-RNO-9027321;R-XTR-9027321
568,1 H2O [cytosol] + 1 PC <=> 1 ACoA + 1 LPC,L_FAdelete,,R-ALL-29356 + R-ALL-426925 <=> R-ALL-140356 + R-ALL-428981,R-CFA-111883;R-DDI-111883;R-DRE-111883;R-GGA-111883;R-HSA-111883;R-MMU-111883;R-RNO-111883;R-SCE-111883;R-SPO-111883;R-SSC-111883;R-XTR-111883
569,NA + 1 SERPINA11 <=> NA,,,R-ALL-1449707 + R-CFA-1449658 <=> R-CFA-1449677,R-CFA-1449687
570,1 MLCL + 1 H2O [mitochondrial matrix] <=> 1 DLCL + 1 LCB,L_FAdelete,,R-ALL-1498773 + R-ALL-113521 <=> R-ALL-1498753 + R-ALL-1524085,R-CFA-1482759;R-DDI-1482759;R-DRE-1482759;R-GGA-1482759;R-HSA-1482759;R-MMU-1482759;R-RNO-1482759;R-SCE-1482759;R-SPO-1482759;R-SSC-1482759;R-XTR-1482759
571,1 PC + NA + 1 PC + NA <=> NA + 1 PI + NA + 1 PI,,,R-ALL-429785 + R-CFA-1524150 + R-ALL-429785 + R-CFA-1524150 <=> R-CFA-1524122 + R-ALL-1524146 + R-CFA-1524122 + R-ALL-1524146,R-CFA-1483087
572,3 AdoMet [cytosol] + 1 PE <=> 1 PC + 3 AdoHcy [cytosol],L_HGmodify,,R-ALL-71284 + R-ALL-1500581 <=> R-ALL-426925 + R-ALL-71285,R-CFA-1483174;R-DDI-1483174;R-DRE-1483174;R-GGA-1483174;R-HSA-1483174;R-MMU-1483174;R-RNO-1483174;R-SCE-1483174;R-SPO-1483174;R-SSC-1483174;R-XTR-1483174
573,NA + NA <=> NA + NA,,,R-CFA-1524122 + R-CFA-1524122 <=> R-CFA-1524110 + R-CFA-1524110,R-CFA-1483211
574,1 PI + NA + 1 PI + NA <=> 1 PC + NA + 1 PC + NA,,,R-ALL-426639 + R-CFA-1524110 + R-ALL-426639 + R-CFA-1524110 <=> R-ALL-426925 + R-CFA-1524117 + R-ALL-426925 + R-CFA-1524117,R-CFA-1483219
575,NA + NA <=> NA + NA,,,R-CFA-1524117 + R-CFA-1524117 <=> R-CFA-1524150 + R-CFA-1524150,R-CFA-1483229
576,1 H2O [lysosomal lumen] + NA <=> 1 GM2A + 1 GalNAc [lysosomal lumen] + 1 GM3,,,R-ALL-1605715 + R-CFA-1605600 <=> R-CFA-1605614 + R-ALL-1605658 + R-ALL-1605641,R-CFA-1605595
577,1 GM2A + 1 GM2 <=> NA,,,R-CFA-1605614 + R-ALL-1605610 <=> R-CFA-1605600,R-CFA-1605717
578,1 H2O [lysosomal lumen] + 1 SHexCer <=> 1 SO4(2-) [lysosomal lumen] + 1 HexCer,L_HGmodify,,R-ALL-1605715 + R-ALL-1606846 <=> R-ALL-1606845 + R-ALL-1606573,R-CFA-1606807;R-DRE-1606807;R-GGA-1606807;R-HSA-1606807;R-MMU-1606807;R-RNO-1606807;R-SSC-1606807;R-XTR-1606807
579,1 SUMF2 + 1 SUMF1 <=> NA,,,R-CFA-1614305 + R-CFA-1614316 <=> R-CFA-1614330,R-CFA-1614336
580,1 NAD+ [endoplasmic reticulum lumen] + NA <=> 1 H2S [endoplasmic reticulum lumen] + 1 NADH [endoplasmic reticulum lumen] + NA,,,R-ALL-194653 + R-CFA-1614312 <=> R-ALL-1663154 + R-ALL-194697 + R-CFA-1614309,R-CFA-1614362
581,2 FASN <=> NA,,,R-CFA-54659 <=> R-CFA-77380,R-CFA-163756
582,NA <=> NA,,,R-CFA-2065556 <=> R-CFA-2065543,R-CFA-1655831
583,NA <=> NA + NA,,,R-CFA-1655742 <=> R-CFA-1655737 + R-CFA-1655726,R-CFA-1655842
584,NA <=> NA,,,R-CFA-1655726 <=> R-CFA-1655732,R-CFA-1655851
585,1 H2O [cytosol] + 1 PIP2 0 <=> 1 Pi [cytosol] + 1 PIP,L_HGmodify,,R-ALL-29356 + R-ALL-1806290 <=> R-ALL-29372 + R-ALL-1806159,R-CFA-1676005;R-GGA-1676005;R-HSA-1676005;R-MMU-1676005;R-RNO-1676005;R-SSC-1676005
586,1 H2O [cytosol] + 1 PIP2 <=> 1 PIP + 1 Pi [cytosol],L_HGmodify,,R-ALL-29356 + R-ALL-1806289 <=> R-ALL-1806198 + R-ALL-29372,R-CFA-1676020;R-GGA-1676020;R-HSA-1676020;R-MMU-1676020;R-RNO-1676020;R-SSC-1676020
587,NA + 1 PI4KB <=> NA,,,R-CFA-1806286 + R-CFA-1604615 <=> R-CFA-1806287,R-CFA-1676152
588,1 H2O [cytosol] + 1 PIP2 <=> 1 Pi [cytosol] + 1 PIP,L_HGmodify,,R-ALL-29356 + R-ALL-1806205 <=> R-ALL-29372 + R-ALL-1806200,R-CFA-1676174;R-GGA-1676174;R-HSA-1676174;R-MMU-1676174;R-RNO-1676174;R-SSC-1676174
589,1 SQOX [cytosol] <=> 1 Cholesterol,,,R-ALL-191309 <=> R-ALL-194634,R-CFA-191366;R-DDI-191366;R-DRE-191366;R-GGA-191366;R-HSA-191366;R-MMU-191366;R-RNO-191366;R-SCE-191366;R-SPO-191366;R-SSC-191366;R-XTR-191366
590,1 H+ [cytosol] + 1 Cholesterol + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-192136 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-192195,R-CFA-192157;R-DRE-192157;R-HSA-192157;R-MMU-192157;R-RNO-192157;R-XTR-192157
591,1 O2 [mitochondrial matrix] + 1 H+ [mitochondrial matrix] + 1 Cholesterol + 1 NADPH [mitochondrial matrix] <=> 1 NADP+ [mitochondrial matrix] + 1 Cholesterol + 1 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-113529 + R-ALL-193156 + R-ALL-113600 <=> R-ALL-113563 + R-ALL-193019 + R-ALL-113521,R-CFA-193054;R-DRE-193054;R-HSA-193054;R-MMU-193054;R-RNO-193054;R-XTR-193054
592,1 O2 [mitochondrial matrix] + 1 Cholesterol + 1 H+ [mitochondrial matrix] + 1 NADPH [mitochondrial matrix] <=> 1 Cholesterol + 1 NADP+ [mitochondrial matrix] + 1 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-193019 + R-ALL-113529 + R-ALL-113600 <=> R-ALL-193086 + R-ALL-113563 + R-ALL-113521,R-CFA-193065;R-DRE-193065;R-HSA-193065;R-MMU-193065;R-RNO-193065;R-XTR-193065
593,1 Cholesterol + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] + 1 Cholesterol + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol + 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-193103 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 + R-ALL-193103 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-193124 + R-ALL-29356 + R-ALL-29366 + R-ALL-193124,R-CFA-193068;R-DRE-193068;R-HSA-193068;R-MMU-193068;R-RNO-193068;R-SSC-193068;R-XTR-193068
594,1 H+ [cytosol] + 1 O2 [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 CH3CHO [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-29368 + R-ALL-193124 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29510 + R-ALL-29366 + R-ALL-176626,R-CFA-193070;R-DRE-193070;R-HSA-193070;R-MMU-193070;R-RNO-193070;R-SSC-193070;R-XTR-193070
595,1 NEFA + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-193055 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-193092,R-CFA-193072;R-DRE-193072;R-HSA-193072;R-MMU-193072;R-RNO-193072;R-SSC-193072;R-XTR-193072
596,1 H+ [cytosol] + 1 O2 [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 CH3CHO [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-29368 + R-ALL-193092 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29510 + R-ALL-29366 + R-ALL-193079,R-CFA-193099;R-DRE-193099;R-HSA-193099;R-MMU-193099;R-RNO-193099;R-SSC-193099;R-XTR-193099
597,3 O2 [mitochondrial matrix] + 1 Cholesterol + 3 H+ [mitochondrial matrix] + NA + 3 NADPH [mitochondrial matrix] <=> 1 PREG [mitochondrial matrix] + 3 NADP+ [mitochondrial matrix] + NA + 1 ISCAL [mitochondrial matrix] + 4 H2O [mitochondrial matrix],L_HGmodify,,R-ALL-113533 + R-ALL-193086 + R-ALL-113529 + R-CFA-5580249 + R-ALL-113600 <=> R-ALL-193164 + R-ALL-113563 + R-CFA-5580259 + R-ALL-193046 + R-ALL-113521,R-CFA-193101
598,1 H2O [cytosol] + NA + 1 ATP [cytosol] + 1 H2O [cytosol] + NA + 1 ATP [cytosol] <=> 1 Pi [cytosol] + 1 ADP [cytosol] + NA + 1 Pi [cytosol] + 1 ADP [cytosol] + NA,,,R-ALL-29356 + R-ALL-193416 + R-ALL-113592 + R-ALL-29356 + R-ALL-193416 + R-ALL-113592 <=> R-ALL-29372 + R-ALL-29370 + R-ALL-193479 + R-ALL-29372 + R-ALL-29370 + R-ALL-193479,R-CFA-193362;R-DDI-193362;R-DRE-193362;R-GGA-193362;R-HSA-193362;R-MMU-193362;R-PFA-193362;R-RNO-193362;R-SPO-193362;R-SSC-193362;R-XTR-193362
599,1 Cholesterol + 1 H+ [cytosol] + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-193724 + R-ALL-70106 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-193745,R-CFA-193709;R-DRE-193709;R-HSA-193709;R-MMU-193709;R-RNO-193709;R-XTR-193709
600,1 H+ [cytosol] + 1 Cholesterol + 1 O2 [cytosol] + 1 NADPH [cytosol] <=> 1 H2O [cytosol] + 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-193835 + R-ALL-29368 + R-ALL-29364 <=> R-ALL-29356 + R-ALL-29366 + R-ALL-9617026,R-CFA-193845;R-DRE-193845;R-HSA-193845;R-MMU-193845;R-RNO-193845;R-XTR-193845
601,1 FABP6 + NA + 1 Na+ [extracellular region] <=> 1 Na+ [cytosol] + NA,,,R-CFA-194158 + R-ALL-192483 + R-ALL-74113 <=> R-ALL-83910 + R-CFA-194191,R-CFA-194187
602,1 H+ [cytosol] + 1 ZYMONE [endoplasmic reticulum membrane] + 1 NADPH [cytosol] <=> 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-194661 + R-ALL-29364 <=> R-ALL-29366 + R-ALL-194691,R-CFA-194632;R-DRE-194632;R-GGA-194632;R-HSA-194632;R-MMU-194632;R-RNO-194632;R-SSC-194632;R-XTR-194632
603,1 H+ [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 NADP+ [cytosol] + 1 Cholesterol,L_HGmodify,,R-ALL-70106 + R-ALL-194667 + R-ALL-29364 <=> R-ALL-29366 + R-ALL-194723,R-CFA-194689;R-DRE-194689;R-GGA-194689;R-HSA-194689;R-MMU-194689;R-RNO-194689;R-SSC-194689;R-XTR-194689
604,1 H+ [cytosol] + 1 Cholesterol + 1 NADPH [cytosol] <=> 1 14DMLANOL [endoplasmic reticulum membrane] + 1 NADP+ [cytosol],L_HGmodify,,R-ALL-70106 + R-ALL-194644 + R-ALL-29364 <=> R-ALL-194633 + R-ALL-29366,R-CFA-194698;R-DDI-194698;R-DME-194698;R-DRE-194698;R-HSA-194698;R-MMU-194698;R-RNO-194698;R-SCE-194698;R-SPO-194698;R-SSC-194698;R-XTR-194698
605,NA <=> 1 Cholesterol + 1 STAR,,,R-CFA-196090 <=> R-ALL-193156 + R-CFA-196120,R-CFA-196086
606,NA + 1 STAR <=> NA + NA,,,R-CFA-196124 + R-CFA-196120 <=> R-CFA-196094 + R-CFA-196090,R-CFA-196126
607,1 ATP [cytosol] + NA <=> NA + 1 ADP [cytosol],,,R-ALL-113592 + R-CFA-8867341 <=> R-CFA-8876893 + R-ALL-29370,R-CFA-200423
608,NA + NA <=> NA + NA,,,R-CFA-2065543 + R-CFA-180738 <=> R-CFA-1655744 + R-CFA-180719,R-CFA-2065539
609,NA <=> NA,,,R-CFA-1655732 <=> R-CFA-2065548,R-CFA-2065549
610,1 KPNB1 + NA <=> NA,,,R-CFA-180733 + R-CFA-2065548 <=> R-CFA-2065556,R-CFA-2065550
611,1 GC + 1 VD3 [extracellular region] <=> NA,,,R-CFA-209886 + R-ALL-209767 <=> R-CFA-352339,R-CFA-209738
612,1 GC + 1 25(OH)D [extracellular region] <=> NA,,,R-CFA-209886 + R-ALL-209906 <=> R-CFA-209892,R-CFA-209944
613,1 ACoA <=> 1 NEFA + 1 MDA [endoplasmic reticulum lumen],FFA_modify,,R-ALL-30138 <=> R-ALL-2142797 + R-ALL-2161562,R-CFA-2161613;R-DRE-2161613;R-GGA-2161613;R-HSA-2161613;R-MMU-2161613;R-RNO-2161613
614,1 GSH [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29450 + R-ALL-2142772 <=> R-ALL-2142726,R-CFA-2161768;R-DDI-2161768;R-DRE-2161768;R-GGA-2161768;R-HSA-2161768;R-MMU-2161768;R-RNO-2161768;R-XTR-2161768
615,1 O2 [cytosol] + 1 NEFA <=> NA,FFA_modify,,R-ALL-29368 + R-ALL-2142738 <=> R-ALL-2161609,R-CFA-2161907;R-DDI-2161907;R-DRE-2161907;R-GGA-2161907;R-HSA-2161907;R-MMU-2161907;R-RNO-2161907;R-XTR-2161907
616,2 NEFA + 1 O2 [cytosol] <=> NA,FFA_modify,,R-ALL-2142718 + R-ALL-29368 <=> R-ALL-2161856,R-CFA-2161917;R-DDI-2161917;R-DRE-2161917;R-GGA-2161917;R-HSA-2161917;R-MMU-2161917;R-RNO-2161917;R-XTR-2161917
617,1 O2 [cytosol] + 1 NEFA <=> 1 NEFA,FFA_modify,,R-ALL-29368 + R-ALL-29768 <=> R-ALL-2142790,R-CFA-2161950;R-DDI-2161950;R-DRE-2161950;R-GGA-2161950;R-HSA-2161950;R-MMU-2161950;R-RNO-2161950;R-SSC-2161950;R-XTR-2161950
618,1 H2O [cytosol] + NA <=> NA,FFA_modify,,R-ALL-29356 + R-ALL-2161818 <=> R-ALL-2161883,R-CFA-2161961;R-DRE-2161961;R-GGA-2161961;R-HSA-2161961;R-MMU-2161961;R-RNO-2161961;R-XTR-2161961
619,NA <=> NA,,,R-CFA-1614355 <=> R-CFA-1606814,R-CFA-2248891
620,NA + NA <=> NA,,,R-CFA-140491 + R-ALL-9677432 <=> R-CFA-2309778,R-CFA-2309779
621,NA + 1 acetylsalicylate [cytosol] <=> NA + 1 salicylate [cytosol],,,R-CFA-428986 + R-ALL-2314693 <=> R-CFA-2314695 + R-ALL-2314690,R-CFA-2314678
622,NA + 1 acetylsalicylate [cytosol] <=> NA + 1 salicylate [cytosol],,,R-CFA-140491 + R-ALL-2314693 <=> R-CFA-2314687 + R-ALL-2314690,R-CFA-2314686
