,ID,name1,ChEBI,shortname,isLipid,Abbreviation,FixedChain
1435,R-DRE-1605614,gm2a [lysosomal lumen],UniProtQ568N7,gm2a,0.0,,
1436,R-DRE-1614316,sumf1 [endoplasmic reticulum lumen],UniProtA0A2R8Q5G7,sumf1,0.0,,
1437,R-DRE-1614305,sumf2 [endoplasmic reticulum lumen],UniProtQ5XJ75,sumf2,0.0,,
1438,R-DRE-1614318,sts [endoplasmic reticulum lumen],UniProtF1QB82,sts,0.0,,
1439,R-DRE-1609671,arsib [endoplasmic reticulum lumen],UniProtA0A2R8QMU9,arsib,0.0,,
1440,R-DRE-1609671-2,arsia [endoplasmic reticulum lumen],UniProtE7F4Z7,arsia,0.0,,
1441,R-DRE-1614334,arsa [endoplasmic reticulum lumen],UniProtA5WV48,arsa,0.0,,
1442,R-DRE-1614307,arsa [endoplasmic reticulum lumen],UniProtA5WV48,arsa,0.0,,
1443,R-DRE-1609674,arsj [endoplasmic reticulum lumen],UniProtF1REG3,arsj,0.0,,
1444,R-DRE-1614331,arsb [endoplasmic reticulum lumen],UniProtA0A286Y802,arsb,0.0,,
1445,R-DRE-1609684,arsk [endoplasmic reticulum lumen],UniProtQ08CJ7,arsk,0.0,,
1446,R-DRE-1614361,arsg [endoplasmic reticulum lumen],UniProtA0A0R4ILQ9,arsg,0.0,,
1447,R-DRE-1614319,arsj [endoplasmic reticulum lumen],UniProtF1REG3,arsj,0.0,,
1448,R-DRE-1614359,arsa [endoplasmic reticulum lumen],UniProtA5WV48,arsa,0.0,,
1449,R-DRE-1614360-2,arsia [endoplasmic reticulum lumen],UniProtE7F4Z7,arsia,0.0,,
1450,R-DRE-1614360,arsib [endoplasmic reticulum lumen],UniProtA0A2R8QMU9,arsib,0.0,,
1451,R-DRE-1614364,arsk [endoplasmic reticulum lumen],UniProtQ08CJ7,arsk,0.0,,
1452,R-DRE-1614325,arsb [endoplasmic reticulum lumen],UniProtA0A286Y802,arsb,0.0,,
1453,R-DRE-1614333,sts [endoplasmic reticulum lumen],UniProtF1QB82,sts,0.0,,
1454,R-DRE-1614304,arsg [endoplasmic reticulum lumen],UniProtA0A0R4ILQ9,arsg,0.0,,
1455,R-DRE-54659,phospho-fasn [cytosol],UniProtE7F5V3,fasn,0.0,,
1456,R-DRE-180733,kpnb1 [cytosol],UniProtA0A0R4IMZ8,kpnb1,0.0,,
1457,R-DRE-1655723,srebf2 [cytosol],UniProtA3KNA7,srebf2,0.0,,
1458,R-DRE-1655764,srebf1 [cytosol],UniProtF1RDU4,srebf1,0.0,,
1459,R-DRE-1655755,srebf1 [nucleoplasm],UniProtF1RDU4,srebf1,0.0,,
1460,R-DRE-1655745,srebf2 [nucleoplasm],UniProtA3KNA7,srebf2,0.0,,
1461,R-DRE-180714,kpnb1 [nucleoplasm],UniProtA0A0R4IMZ8,kpnb1,0.0,,
1462,R-DRE-1655739,scap [Golgi membrane],UniProtE9QEH6,scap,0.0,,
1463,R-DRE-1655753,srebf1 [Golgi membrane],UniProtF1RDU4,srebf1,0.0,,
1464,R-DRE-1655747,srebf2 [Golgi membrane],UniProtA3KNA7,srebf2,0.0,,
1465,R-DRE-1655718,srebf1 [Golgi membrane],UniProtF1RDU4,srebf1,0.0,,
1466,R-DRE-1655752,srebf2 [Golgi membrane],UniProtA3KNA7,srebf2,0.0,,
1467,R-DRE-1604608,arf3b [Golgi membrane],UniProtQ78AP9,arf3b,0.0,,
1468,R-DRE-1604615,pi4kb [cytosol],UniProtQ49GP3,pi4kb,0.0,,
1469,R-DRE-1806202,pi4kb [Golgi membrane],UniProtQ49GP3,pi4kb,0.0,,
1470,R-DRE-193148,cyp11a2 [mitochondrial matrix],UniProtA0A2R8Q770,cyp11a2,0.0,,
1471,R-DRE-2395506,fdx2 [mitochondrial matrix],UniProtQ08C57,fdx2,0.0,,
1472,R-DRE-2395500,fdx1 [mitochondrial matrix],UniProtE7F7J1,fdx1,0.0,,
1473,R-DRE-2395499,fdxr [mitochondrial matrix],UniProtE7FB58,fdxr,0.0,,
1474,R-DRE-194158,fabp6 [cytosol],UniProtQ6IMW5,fabp6,0.0,,
1475,R-DRE-196120,star [mitochondrial intermembrane space],UniProtQ9DG10,star,0.0,,
1476,R-DRE-196083,stard4 [cytosol],UniProtQ566U7,stard4,0.0,,
1477,R-DRE-8873870,stard3nl [cytosol],UniProtF1RE09,stard3nl,0.0,,
1478,R-DRE-5216089,stard3 [cytosol],UniProtQ9DFS4,stard3,0.0,,
1479,R-DRE-2993858,acacb [mitochondrial outer membrane],UniProtF1QM37,acacb,0.0,,
1480,R-DRE-8876892,phospho-acacb [mitochondrial outer membrane],UniProtF1QM37,acacb,0.0,,
1481,R-DRE-165528,ran [nucleoplasm],UniProtP79735,ran,0.0,,
1482,R-DRE-209886,gc [extracellular region],UniProtA0A0R4ITN2,gc,0.0,,
1483,R-DRE-508497,arsa [lysosomal lumen],UniProtA5WV48,arsa,0.0,,
1484,R-DRE-1606798,arsa [lysosomal lumen],UniProtA5WV48,arsa,0.0,,
1485,R-DRE-61605,ptgs2b [endoplasmic reticulum membrane],UniProtQ5RI06,ptgs2b,0.0,,
1486,R-DRE-428931,ptgs1 [endoplasmic reticulum membrane],UniProtA0A2R8QJU6,ptgs1,0.0,,
1487,R-DRE-2314694,ptgs1 [endoplasmic reticulum membrane],UniProtA0A2R8QJU6,ptgs1,0.0,,
1488,R-DRE-2161824,ptgs2b [endoplasmic reticulum membrane],UniProtQ5RI06,ptgs2b,0.0,,
1489,R-DRE-1989743,fabp1b.1 [nucleoplasm],UniProtQ4VBT1,fabp1b.1,0.0,,
1490,R-DRE-351643,tbl1xr1a [nucleoplasm],UniProtA0A2R9YJJ0,tbl1xr1a,0.0,,
1491,R-DRE-351644,tbl1x [nucleoplasm],UniProtA2RUX0,tbl1x,0.0,,
1492,R-DRE-349685,sin3b [nucleoplasm],UniProtQ1LYM8,sin3b,0.0,,
1493,R-DRE-442469,ncor2 [nucleoplasm],UniProtE7FF48,ncor2,0.0,,
1494,R-DRE-351657,sin3aa [nucleoplasm],UniProtA5D6S0,sin3aa,0.0,,
1495,R-DRE-442501,ncor1 [nucleoplasm],UniProtA0A2R8Q4C2,ncor1,0.0,,
1496,R-DRE-442464,hdac3 [nucleoplasm],UniProtQ803C3,hdac3,0.0,,
1497,R-DRE-381319,rxraa [nucleoplasm],UniProtA2T929,rxraa,0.0,,
1498,R-DRE-400186,pparab [nucleoplasm],UniProtK7DY57,pparab,0.0,,
1499,R-DRE-400139,carm1 [nucleoplasm],UniProtQ6DC04,carm1,0.0,,
1500,R-DRE-193545,crebbpa [nucleoplasm],UniProtA0A0R4IPF2,crebbpa,0.0,,
1501,R-DRE-212445,med1 [nucleoplasm],UniProtA0A2R8Q4X2,med1,0.0,,
1502,R-DRE-400141,smarcd3b [nucleoplasm],UniProtF6NVB1,smarcd3b,0.0,,
1503,R-DRE-376398,ncoa2 [nucleoplasm],UniProtQ98TW1,ncoa2,0.0,,
1504,R-DRE-376414,ncoa6 [nucleoplasm],UniProtF1R869,ncoa6,0.0,,
1505,R-DRE-442496,ncoa1 [nucleoplasm],UniProtQ5RIG3,ncoa1,0.0,,
1506,R-DRE-429010,alox5a [cytosol],UniProtA0A2R8RVT0,alox5a,0.0,,
1507,R-DRE-265276,phospho-alox5a [cytosol],UniProtA0A2R8RVT0,alox5a,0.0,,
1508,R-DRE-429665,cert1b [endoplasmic reticulum membrane],UniProtA0A0R4IJS1,cert1b,0.0,,
1509,R-DRE-429688,ppm1la [endoplasmic reticulum membrane],UniProtA0JMP2,ppm1la,0.0,,
1510,R-DRE-429677,vapal [endoplasmic reticulum membrane],UniProtA8WGM1,vapal,0.0,,
1511,R-DRE-429718,vapb [endoplasmic reticulum membrane],UniProtQ6P2B0,vapb,0.0,,
1512,R-DRE-429712,cert1b [cytosol],UniProtA0A0R4IJS1,cert1b,0.0,,
1513,R-DRE-429704,phospho-cert1b [cytosol],UniProtA0A0R4IJS1,cert1b,0.0,,
1514,R-DRE-429695,phospho-cert1b [cytosol],UniProtA0A0R4IJS1,cert1b,0.0,,
1515,R-DRE-429727,phospho-cert1b [endoplasmic reticulum membrane],UniProtA0A0R4IJS1,cert1b,0.0,,
1516,R-DRE-375512,vdra [nucleoplasm],UniProtQ9PTN2,vdra,0.0,,
1517,R-DRE-3730619,ube2ia [nucleoplasm],UniProtQ9W6H5,ube2ia,0.0,,
1518,R-DRE-3730625,sumo2 [nucleoplasm],UniProtQ6DHL4,sumo2,0.0,,
1519,R-DRE-4546376,vdra [nucleoplasm],UniProtQ9PTN2,vdra,0.0,,
1520,R-DRE-912481,ube2ia [nucleoplasm],UniProtQ9W6H5,ube2ia,0.0,,
1521,R-DRE-5215998,cpne1 [plasma membrane],UniProtF1QNY5,cpne1,0.0,,
1522,R-DRE-5215918,cpne3 [plasma membrane],UniProtF1Q9D2,cpne3,0.0,,
1523,R-DRE-5215957,cpne7 [plasma membrane],UniProtE7F725,cpne7,0.0,,
1524,R-DRE-5216081-3,fabp4a [cytosol],UniProtQ66I80,fabp4a,0.0,,
1525,R-DRE-5216081-2,fabp4b [cytosol],UniProtQ503X5,fabp4b,0.0,,
1526,R-DRE-5216081-4,fabp3 [cytosol],UniProtQ8UVG7,fabp3,0.0,,
1527,R-DRE-5216081,FABP5 [cytosol],UniProtA0A2R8PX25,-,0.0,,
1528,R-DRE-5215983-4,fabp3 [cytosol],UniProtQ8UVG7,fabp3,0.0,,
1529,R-DRE-5215983-3,fabp4a [cytosol],UniProtQ66I80,fabp4a,0.0,,
1530,R-DRE-5215983-2,fabp4b [cytosol],UniProtQ503X5,fabp4b,0.0,,
1531,R-DRE-5215983,FABP9 [cytosol],UniProtA0A2R8PX25,-,0.0,,
1532,R-DRE-2026981,fabp1b.1 [cytosol],UniProtQ4VBT1,fabp1b.1,0.0,,
1533,R-DRE-5216158,fabp7a [cytosol],UniProtQ9I8N9,fabp7a,0.0,,
1534,R-DRE-2026074,fabp2 [cytosol],UniProtQ9PRH9,fabp2,0.0,,
1535,R-DRE-5216050,FABP12 [cytosol],UniProtA0A2R8PX25,-,0.0,,
1536,R-DRE-5216050-3,fabp4a [cytosol],UniProtQ66I80,fabp4a,0.0,,
1537,R-DRE-5216050-2,fabp4b [cytosol],UniProtQ503X5,fabp4b,0.0,,
1538,R-DRE-5216050-4,fabp3 [cytosol],UniProtQ8UVG7,fabp3,0.0,,
1539,R-DRE-2026069,FABP4 [cytosol],UniProtA0A2R8PX25,-,0.0,,
1540,R-DRE-2026069-2,fabp4b [cytosol],UniProtQ503X5,fabp4b,0.0,,
1541,R-DRE-2026069-4,fabp3 [cytosol],UniProtQ8UVG7,fabp3,0.0,,
1542,R-DRE-2026069-3,fabp4a [cytosol],UniProtQ66I80,fabp4a,0.0,,
1543,R-DRE-5216066,fabp3 [cytosol],UniProtQ8UVG7,fabp3,0.0,,
1544,R-DRE-5340228,nr1h4 [nucleoplasm],UniProtA0A2R8QR22,nr1h4,0.0,,
1545,R-DRE-1604671,mtmr8 [cytosol],UniProtQ6TEL0,mtmr8,0.0,,
1546,R-DRE-6809239,mtmr9 [cytosol],UniProtQ5RHK5,mtmr9,0.0,,
1547,R-DRE-1604666,mtmr6 [cytosol],UniProtF1QFI4,mtmr6,0.0,,
1548,R-DRE-6809657,mtmr12 [cytosol],UniProtA2BGG1,mtmr12,0.0,,
1549,R-DRE-1604646,mtm1 [cytosol],UniProtF8W5H1,mtm1,0.0,,
1550,R-DRE-1604662,mtmr2 [cytosol],UniProtA0JMK5,mtmr2,0.0,,
1551,R-DRE-6809747,sbf1 [endoplasmic reticulum membrane],UniProtA0A2R8PWA9,sbf1,0.0,,
1552,R-DRE-6810395,tmem55ba [late endosome membrane],UniProtQ32PR0,tmem55ba,0.0,,
1553,R-DRE-6810405,tmem55ba [nucleoplasm],UniProtQ32PR0,tmem55ba,0.0,,
1554,R-DRE-8848238,acbd7 [endoplasmic reticulum lumen],UniProtQ4V8S5,acbd7,0.0,,
1555,R-DRE-8848241,dbi [endoplasmic reticulum lumen],UniProtQ6P5L2,dbi,0.0,,
1556,R-DRE-8848237,acbd4 [peroxisomal membrane],UniProtF1QA31,acbd4,0.0,,
1557,R-DRE-8848235,acbd5a [peroxisomal membrane],UniProtQ502L1,acbd5a,0.0,,
1558,R-DRE-8848243,acbd6 [cytosol],UniProtQ4V8X4,acbd6,0.0,,
1559,R-DRE-8856626,cidea [cytosol],UniProtA0A0R4ILF6,cidea,0.0,,
1560,R-DRE-8856627,cidec [cytosol],UniProtQ0P4E5,cidec,0.0,,
1561,R-DRE-8857655,fitm1 [endoplasmic reticulum membrane],UniProtQ5CZN0,fitm1,0.0,,
1562,R-DRE-8857678,fitm2 [endoplasmic reticulum membrane],UniProtQ52KL1,fitm2,0.0,,
1563,R-DRE-8867326-3,mid1ip1l [cytosol],UniProtQ8AWD1,mid1ip1l,0.0,,
1564,R-DRE-8867326-2,mid1ip1b [cytosol],UniProtQ1LUV9,mid1ip1b,0.0,,
1565,R-DRE-8867326,mid1ip1a [cytosol],UniProtP47805,mid1ip1a,0.0,,
1566,R-DRE-8867328,mid1ip1b [cytosol],UniProtQ1LUV9,mid1ip1b,0.0,,
1567,R-DRE-8870328,plekha1b [plasma membrane],UniProtA0A0R4I9G1,plekha1b,0.0,,
1568,R-DRE-8870318,ptpn13 [plasma membrane],UniProtA0A0R4IPR0,ptpn13,0.0,,
1569,R-DRE-8870329,si:ch211-204d2.4 [plasma membrane],UniProtA9C3U0,si:ch211-204d2.4,0.0,,
1570,R-DRE-8870498,plekha5 [plasma membrane],UniProtF1R8A2,plekha5,0.0,,
1571,R-DRE-8870491,plekha6 [plasma membrane],UniProtA0A0R4IP09,plekha6,0.0,,
1572,R-DRE-8870357,si:ch211-234p6.5 [plasma membrane],UniProtF1R6J0,si:ch211-234p6.5,0.0,,
1573,R-DRE-8871356,rab4a [early endosome membrane],UniProtQ6PHI9,rab4a,0.0,,
1574,R-DRE-2130175,rab5aa [early endosome membrane],UniProtQ7ZUW5,rab5aa,0.0,,
1575,R-DRE-5215951,phospho-rufy1 [early endosome membrane],UniProtE7FE23,rufy1,0.0,,
1576,R-DRE-8871372,rab14l [early endosome membrane],UniProtF1QBP2,rab14l,0.0,,
1577,R-DRE-8871352,phospho-rufy1 [cytosol],UniProtE7FE23,rufy1,0.0,,
1578,R-DRE-5215990,pctp [cytosol],UniProtF6NZ18,pctp,0.0,,
1579,R-DRE-8873867,stard10 [cytosol],UniProtQ6P0C0,stard10,0.0,,
1580,R-DRE-1498772,lpcat1 [endoplasmic reticulum membrane],UniProtQ1LWG4,lpcat1,0.0,,
1581,R-DRE-196114,stard5 [cytosol],UniProtA0A0G2KUS3,stard5,0.0,,
1582,R-DRE-8873930,phospho-stard10 [cytosol],UniProtQ6P0C0,stard10,0.0,,
1583,R-DRE-8873841,stard7 [mitochondrial outer membrane],UniProtF1QWK5,stard7,0.0,,
1584,R-GGA-1449658-2,SPIA4 [extracellular region],UniProtE1BS56,SPIA4,0.0,,
1585,R-GGA-1449658-3,SPIA5 [extracellular region],UniProtE1C206,SPIA5,0.0,,
1586,R-GGA-1449658-4,SPIA1 [extracellular region],UniProtE1C7T1,SPIA1,0.0,,
1587,R-GGA-1449658-5,SPIA3 [extracellular region],UniProtF1NPN5,SPIA3,0.0,,
1588,R-GGA-1449658,SPIA9 [extracellular region],UniProtA0A1L1RRQ8,SPIA9,0.0,,
1589,R-GGA-1524113,PITPNB [Golgi membrane],UniProtQ5ZIY2,PITPNB,0.0,,
1590,R-GGA-1524106,PITPNB [endoplasmic reticulum membrane],UniProtQ5ZIY2,PITPNB,0.0,,
1591,R-GGA-1614305,SUMF2 [endoplasmic reticulum lumen],UniProtF1NWF3,-,0.0,,
1592,R-GGA-1614316,SUMF1 [endoplasmic reticulum lumen],UniProtA0A1D5PSI9,-,0.0,,
1593,R-GGA-1609674,ARSJ [endoplasmic reticulum lumen],UniProtA0A1D5PI02,-,0.0,,
1594,R-GGA-1614318,STS [endoplasmic reticulum lumen],UniProtA0A3Q2U8G0,-,0.0,,
1595,R-GGA-1614361,ARSG [endoplasmic reticulum lumen],UniProtA0A1D5PEV4,-,0.0,,
1596,R-GGA-1614315,ARSD [endoplasmic reticulum lumen],UniProtE1BYN0,-,0.0,,
1597,R-GGA-1614315-2,ARSD [endoplasmic reticulum lumen],UniProtF1NFL4,-,0.0,,
1598,R-GGA-1609681,ARSH [endoplasmic reticulum lumen],UniProtE1BYN0,-,0.0,,
1599,R-GGA-1609681-2,ARSH [endoplasmic reticulum lumen],UniProtF1NFL4,-,0.0,,
1600,R-GGA-1614365,ARSE [endoplasmic reticulum lumen],UniProtE1BYN0,-,0.0,,
1601,R-GGA-1614334,ARSA(19-444) [endoplasmic reticulum lumen],UniProtA0A1D5PS44,-,0.0,,
1602,R-GGA-1614307,ARSA(448-507) [endoplasmic reticulum lumen],UniProtA0A1D5PS44,-,0.0,,
1603,R-GGA-1609671,ARSI [endoplasmic reticulum lumen],UniProtF1NQP9,ARSI,0.0,,
1604,R-GGA-1614331,ARSB [endoplasmic reticulum lumen],UniProtF1P099,-,0.0,,
1605,R-GGA-1609679,ARSF [endoplasmic reticulum lumen],UniProtE1BYN0,-,0.0,,
1606,R-GGA-1609679-2,ARSF [endoplasmic reticulum lumen],UniProtF1NFL4,-,0.0,,
1607,R-GGA-1614333,OxA-STS [endoplasmic reticulum lumen],UniProtA0A3Q2U8G0,-,0.0,,
1608,R-GGA-1614304,OxA-ARSG [endoplasmic reticulum lumen],UniProtA0A1D5PEV4,-,0.0,,
1609,R-GGA-1614317-2,OxA-ARSD [endoplasmic reticulum lumen],UniProtF1NFL4,-,0.0,,
1610,R-GGA-1614317,OxA-ARSD [endoplasmic reticulum lumen],UniProtE1BYN0,-,0.0,,
1611,R-GGA-1614351,OxA-ARSE [endoplasmic reticulum lumen],UniProtE1BYN0,-,0.0,,
1612,R-GGA-1614311,OxA-ARSH [endoplasmic reticulum lumen],UniProtE1BYN0,-,0.0,,
1613,R-GGA-1614311-2,OxA-ARSH [endoplasmic reticulum lumen],UniProtF1NFL4,-,0.0,,
1614,R-GGA-1614359,OxA-ARSA(19-444) [endoplasmic reticulum lumen],UniProtA0A1D5PS44,-,0.0,,
1615,R-GGA-1614325,OxA-ARSB [endoplasmic reticulum lumen],UniProtF1P099,-,0.0,,
1616,R-GGA-1614360,ARSI [endoplasmic reticulum lumen],UniProtF1NQP9,ARSI,0.0,,
1617,R-GGA-1614306,OxA-ARSF [endoplasmic reticulum lumen],UniProtE1BYN0,-,0.0,,
1618,R-GGA-1614306-2,OxA-ARSF [endoplasmic reticulum lumen],UniProtF1NFL4,-,0.0,,
1619,R-GGA-1614319,OxA-ARSJ [endoplasmic reticulum lumen],UniProtA0A1D5PI02,-,0.0,,
1620,R-GGA-54659,phospho-FASN [cytosol],UniProtA0A1D5P6Q5,-,0.0,,
1621,R-GGA-180733,KPNB1 [cytosol],UniProtA0A1D5P1W7,-,0.0,,
1622,R-GGA-1655764,SREBF1-1(1-490) [cytosol],UniProtR4GLV5,-,0.0,,
1623,R-GGA-1655721,SREBF1-3 [cytosol],UniProtR4GLV5,-,0.0,,
1624,R-GGA-1655723,SREBF2(1-484) [cytosol],UniProtA0A1D5PX69,-,0.0,,
1625,R-GGA-1655716,SREBF1-3 [nucleoplasm],UniProtR4GLV5,-,0.0,,
1626,R-GGA-1655745,SREBF2(1-484) [nucleoplasm],UniProtA0A1D5PX69,-,0.0,,
1627,R-GGA-1655755,SREBF1-1(1-490) [nucleoplasm],UniProtR4GLV5,-,0.0,,
1628,R-GGA-180714,KPNB1 [nucleoplasm],UniProtA0A1D5P1W7,-,0.0,,
1629,R-GGA-1655753,SREBF1-1 [Golgi membrane],UniProtR4GLV5,-,0.0,,
1630,R-GGA-1655747,SREBF2(1-1141) [Golgi membrane],UniProtA0A1D5PX69,-,0.0,,
1631,R-GGA-1655739,SCAP [Golgi membrane],UniProtA0A3Q3ANV4,SCAP,0.0,,
1632,R-GGA-1655718,SREBF1-1(1-530) [Golgi membrane],UniProtR4GLV5,-,0.0,,
1633,R-GGA-1655724,SREBF1-3 [Golgi membrane],UniProtR4GLV5,-,0.0,,
1634,R-GGA-1655752,SREBF2(1-522) [Golgi membrane],UniProtA0A1D5PX69,-,0.0,,
1635,R-GGA-1604608,ARF3 [Golgi membrane],UniProtA0A3Q2U6I8,-,0.0,,
1636,R-GGA-199971,ARF1 [Golgi membrane],UniProtF1NN08,-,0.0,,
1637,R-GGA-1604615,PI4KB [cytosol],UniProtA0A1D5P3I5,-,0.0,,
1638,R-GGA-1806202,PI4KB [Golgi membrane],UniProtA0A1D5P3I5,-,0.0,,
1639,R-GGA-194115,ALB [extracellular region],UniProtA0A1D5NW68,-,0.0,,
1640,R-GGA-194158,FABP6 [cytosol],UniProtF1NUJ7,-,0.0,,
1641,R-GGA-196120,STAR [mitochondrial intermembrane space],UniProtQ9DG09,-,0.0,,
1642,R-GGA-196083,STARD4 [cytosol],UniProtA0A3Q2U505,-,0.0,,
1643,R-GGA-5216089,STARD3 [cytosol],UniProtA0A3Q2UG23,STARD3,0.0,,
1644,R-GGA-8873870,STARD3NL [cytosol],UniProtA0A1L1RKF5,STARD3NL,0.0,,
1645,R-GGA-165528,RAN [nucleoplasm],UniProtP42558,RAN,0.0,,
1646,R-GGA-209886,GC [extracellular region],UniProtF1NVF3,-,0.0,,
1647,R-GGA-508497,OxA-ARSA(19-444) [lysosomal lumen],UniProtA0A1D5PS44,-,0.0,,
1648,R-GGA-1606798,ARSA(448-507) [lysosomal lumen],UniProtA0A1D5PS44,-,0.0,,
1649,R-GGA-428931,PTGS1 [endoplasmic reticulum membrane],UniProtA0A1D5PM03,PTGS1,0.0,,
1650,R-GGA-2314694,PTGS1 [endoplasmic reticulum membrane],UniProtA0A1D5PM03,PTGS1,0.0,,
1651,R-GGA-349685,SIN3B-1 [nucleoplasm],UniProtF1NMJ8,-,0.0,,
1652,R-GGA-442469,NCOR2 [nucleoplasm],UniProtA0A3Q2UH07,NCOR2,0.0,,
1653,R-GGA-442464,HDAC3 [nucleoplasm],UniProtF1NH59,HDAC3,0.0,,
1654,R-GGA-351657,SIN3A [nucleoplasm],UniProtE1BX21,SIN3A,0.0,,
1655,R-GGA-381319,RXRA [nucleoplasm],UniProtA0A1D5P2B5,-,0.0,,
1656,R-GGA-400186,PPARA [nucleoplasm],UniProtA0A1D5PJQ2,PPARA,0.0,,
1657,R-GGA-351644,TBL1X [nucleoplasm],UniProtA0A1D5PXG9,-,0.0,,
1658,R-GGA-351643,TBL1XR1 [nucleoplasm],UniProtA0A1D5NXL1,TBL1XR1,0.0,,
1659,R-GGA-429010,ALOX5 [cytosol],UniProtF1NB65,ALOX5,0.0,,
1660,R-GGA-265276,phospho-ALOX5 [cytosol],UniProtF1NB65,ALOX5,0.0,,
1661,R-GGA-429712,COL4A3BP [cytosol],UniProtE1C409,COL4A3BP,0.0,,
1662,R-GGA-429704,phospho-COL4A3BP [cytosol],UniProtE1C409,COL4A3BP,0.0,,
1663,R-GGA-5215998,CPNE1 [plasma membrane],UniProtF1NKY6,-,0.0,,
1664,R-GGA-5215918,CPNE3 [plasma membrane],UniProtA0A1D5P3Y8,-,0.0,,
1665,R-GGA-5215957,CPNE6 [plasma membrane],UniProtF1NKD5,-,0.0,,
1666,R-GGA-400312,CPNE7 [plasma membrane],UniProtF1NKD5,-,0.0,,
1667,R-GGA-5216050-2,FABP12 [cytosol],UniProtA0A3Q2TYC3,-,0.0,,
1668,R-GGA-5216050,FABP9 [cytosol],UniProtA0A1D5PJZ5,FABP9,0.0,,
1669,R-GGA-5216158,FABP7 [cytosol],UniProtQ05423,FABP7,0.0,,
1670,R-GGA-2026074,FABP2 [cytosol],UniProtQ7ZZZ5,FABP2,0.0,,
1671,R-GGA-5216066,FABP3 [cytosol],UniProtF1NUQ3,-,0.0,,
1672,R-GGA-2026069,FABP4 [cytosol],UniProtA0A1D5NYF3,-,0.0,,
1673,R-GGA-5215983,FABP9 [cytosol],UniProtA0A1D5PJZ5,FABP9,0.0,,
1674,R-GGA-5215983-2,FABP9 [cytosol],UniProtA0A3Q2TYC3,-,0.0,,
1675,R-GGA-5216081,FABP5 [cytosol],UniProtA0A1D5PPQ2,FABP5,0.0,,
1676,R-GGA-5340228,NR1H4 [nucleoplasm],UniProtQ8JHU2,-,0.0,,
1677,R-GGA-442496,NCOA1 [nucleoplasm],UniProtQ5F393,NCOA1,0.0,,
1678,R-GGA-376398,NCOA2 [nucleoplasm],UniProtA0A1D5PK20,NCOA2,0.0,,
1679,R-GGA-6809239,MTMR9 [cytosol],UniProtF1NFM3,-,0.0,,
1680,R-GGA-1604671,MTMR8 [cytosol],UniProtF1NS41,-,0.0,,
1681,R-GGA-1604666,MTMR6 [cytosol],UniProtA0A1L1S0G8,MTMR6,0.0,,
1682,R-GGA-1604646,MTM1 [cytosol],UniProtE1BRL5,MTM1,0.0,,
1683,R-GGA-6809657,MTMR12 [cytosol],UniProtF1NQP5,MTMR12,0.0,,
1684,R-GGA-1604662,MTMR2 [cytosol],UniProtQ5ZIV1,MTMR2,0.0,,
1685,R-GGA-6809747,SBF1 [endoplasmic reticulum membrane],UniProtA0A1D5PEM8,SBF1,0.0,,
1686,R-GGA-8848238,ACBD7 [endoplasmic reticulum lumen],UniProtF1NFU9,-,0.0,,
1687,R-GGA-8848241,DBI [endoplasmic reticulum lumen],UniProtF1NF81,-,0.0,,
1688,R-GGA-8848237,ACBD4 [peroxisomal membrane],UniProtA0A3Q3AUE4,-,0.0,,
1689,R-GGA-8848235,ACBD5 [peroxisomal membrane],UniProtA0A1D5PJP5,ACBD5,0.0,,
1690,R-GGA-8848243,ACBD6 [cytosol],UniProtE1C483,ACBD6,0.0,,
1691,R-GGA-8856627,CIDEC [cytosol],UniProtR4GHD4,CIDEC,0.0,,
1692,R-GGA-8856626,CIDEA [cytosol],UniProtA0A1D5PIX6,-,0.0,,
1693,R-GGA-8857678,FITM2 [endoplasmic reticulum membrane],UniProtA0A3Q3AXQ2,-,0.0,,
1694,R-GGA-8867326-2,THRSP [cytosol],UniProtQ6Q126,-,0.0,,
1695,R-GGA-8867326,THRSP [cytosol],UniProtA0A3Q2UBH2,-,0.0,,
1696,R-GGA-8867328,MID1IP1 [cytosol],UniProtQ6Q123,-,0.0,,
1697,R-GGA-8870318,PTPN13 [plasma membrane],UniProtE1C8H6,PTPN13,0.0,,
1698,R-GGA-8870328,PLEKHA1 [plasma membrane],UniProtA0A1D5PHE4,-,0.0,,
1699,R-GGA-8870329,PLEKHA2 [plasma membrane],UniProtQ9DF37,-,0.0,,
1700,R-GGA-5216169,PLEKHA8 [Golgi membrane],UniProtE1C479,PLEKHA8,0.0,,
1701,R-GGA-5215990,PCTP [cytosol],UniProtA0A1L1RYY0,-,0.0,,
1702,R-GGA-8873867,LOC422154 [cytosol],UniProtA0A3Q2UH97,LOC422154,0.0,,
1703,R-GGA-1498772,LPCAT1 [endoplasmic reticulum membrane],UniProtF1NME3,LPCAT1,0.0,,
1704,R-GGA-196114,STARD5 [cytosol],UniProtF1NPH6,-,0.0,,
1705,R-GGA-8933545,phospho-NDUFAB1 [mitochondrial inner membrane],UniProtE1C4C0,NDUFAB1,0.0,,
1706,R-GGA-8934586,phospho-NDUFAB1 [mitochondrial inner membrane],UniProtE1C4C0,NDUFAB1,0.0,,
1707,R-ALL-77359,linoleoyl-CoA,15530,LIN-CoA [mitochondrial matrix],,ACoA,
1708,R-HSA-5640176,NPAS2 gene [nucleoplasm],ENSEMBLENSG00000170485,"NPAS2, BHLHE9, MOP4, PASD4",0.0,,
