,merged_reaction,reaction_type,reaction_notes,merged_ids,reaction_IDs
1895,1 shionone <=> 1 XXX,,,CHEBI:63459 <=> CHEBI:15441,RHEA:31847
1896,1 friedelin <=> 1 XXX,,,CHEBI:5171 <=> CHEBI:15441,RHEA:31863
1897,"1 9beta-pimara-7,15-diene + 1 dioxygen + 1 FMNH2(2-) <=> 1 9beta-pimara-7,15-dien-19-oate + 1 hydron + 1 water + 1 FMN(3-)",,,CHEBI:50067 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:63659 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:31951
1898,"1 9beta-pimara-7,15-diene + 1 dioxygen + 1 FMNH2(2-) <=> 1 9beta-pimara-7,15-dien-19-ol + 1 hydron + 1 water + 1 FMN(3-)",,,CHEBI:50067 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:63656 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:31955
1899,NA + 1 diphosphate(3-) <=> 1 geranyl diphosphate,,,CHEBI:7 + CHEBI:33019 <=> CHEBI:58057,RHEA:32539
1900,1 diphosphate(3-) + NA <=> 1 geranyl diphosphate,,,CHEBI:33019 + CHEBI:20 <=> CHEBI:58057,RHEA:32567
1901,1 (-)-car-3-ene + 1 diphosphate(3-) <=> 1 geranyl diphosphate,,,CHEBI:3381 + CHEBI:33019 <=> CHEBI:58057,RHEA:32695
1902,1 carotenoid  psi-end group <=> 1 carotenoid beta-end group,,,CHEBI:139114 <=> CHEBI:139120,RHEA:55620
1903,"1 ATP(4-) + 1 (2E,6E)-farnesol <=> 1 (2E,6E)-farnesyl monophosphate(2-) + 1 ADP(3-) + 1 hydron",,,CHEBI:30616 + CHEBI:16619 <=> CHEBI:88226 + CHEBI:456216 + CHEBI:15378,RHEA:61656
1904,"1 ATP(4-) + 1 (2E,6E,10E)-geranylgeraniol <=> 1 (2E,6E,10E)-geranylgeranyl phosphate(2-) + 1 ADP(3-) + 1 hydron",,,CHEBI:30616 + CHEBI:46762 <=> CHEBI:144936 + CHEBI:456216 + CHEBI:15378,RHEA:61664
1905,1 alpha-selinene + 1 diphosphate(3-) <=> 1 XXX,,,CHEBI:59961 + CHEBI:33019 <=> CHEBI:175763,RHEA:47052
1906,"1 (2E,6E)-farnesyl monophosphate(2-) + 1 water <=> 1 hydrogenphosphate + 1 (2E,6E)-farnesol",,,CHEBI:88226 + CHEBI:15377 <=> CHEBI:43474 + CHEBI:16619,RHEA:48132
1907,2 hydrogen acceptor + 1 carotenoid beta-end group <=> 1 carotenoid chi-end group + 2 hydrogen donor,,,CHEBI:13193 + CHEBI:139120 <=> CHEBI:139130 + CHEBI:17499,RHEA:55656
1908,1 steviolbioside(1-) + 1 UDP-alpha-D-glucose(2-) <=> 1 stevioside + 1 UDP(3-),,,CHEBI:145009 + CHEBI:58885 <=> CHEBI:9271 + CHEBI:58223,RHEA:61744
1909,1 rubusoside + 1 UDP-alpha-D-glucose(2-) <=> 1 hydron + 1 stevioside + 1 UDP(3-),,,CHEBI:145021 + CHEBI:58885 <=> CHEBI:15378 + CHEBI:9271 + CHEBI:58223,RHEA:61748
1910,1 steviolbioside(1-) + 1 UDP-alpha-D-glucose(2-) <=> 1 hydron + 1 rebaudioside B(1-) + 1 UDP(3-),,,CHEBI:145009 + CHEBI:58885 <=> CHEBI:15378 + CHEBI:145013 + CHEBI:58223,RHEA:61752
1911,1 stevioside + 1 UDP-alpha-D-glucose(2-) <=> 1 hydron + 1 rebaudioside A + 1 UDP(3-),,,CHEBI:9271 + CHEBI:58885 <=> CHEBI:15378 + CHEBI:145012 + CHEBI:58223,RHEA:61756
1912,1 rebaudioside B(1-) + 1 UDP-alpha-D-glucose(2-) <=> 1 rebaudioside A + 1 UDP(3-),,,CHEBI:145013 + CHEBI:58885 <=> CHEBI:145012 + CHEBI:58223,RHEA:61760
1913,1 stevioside + 1 UDP-alpha-D-glucose(2-) <=> 1 hydron + 1 rebaudioside E + 1 UDP(3-),,,CHEBI:9271 + CHEBI:58885 <=> CHEBI:15378 + CHEBI:145018 + CHEBI:58223,RHEA:61764
1914,"1 5alpha,9alpha,10beta-labda-8(20),13-dien-15-yl diphosphate(3-) <=> 1 diphosphate(3-) + 1 miltiradiene",,,CHEBI:58635 <=> CHEBI:33019 + CHEBI:65037,RHEA:33983
1915,"1 5alpha,9alpha,10beta-labda-8(20),13-dien-15-yl diphosphate(3-) <=> 1 diphosphate(3-) + 1 neoabietadiene",,,CHEBI:58635 <=> CHEBI:33019 + CHEBI:29651,RHEA:33987
1916,1 9-cis-beta-carotene <=> 1 XXX,,,CHEBI:67188 <=> CHEBI:17579,RHEA:34455
1917,1 11-oxo-beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 glycyrrhetinate + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:63184 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:17573 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:35499
1918,1 11-oxo-beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 30-hydroxy-11-oxo-beta-amyrin + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:63184 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:71576 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:35503
1919,1 30-hydroxy-11-oxo-beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 glycyrrhetaldehyde + 1 hydron + 2 water + 1 FMN(3-),,,CHEBI:71576 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:71577 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:35507
1920,1 glycyrrhetaldehyde + 1 dioxygen + 1 FMNH2(2-) <=> 1 glycyrrhetinate + 2 hydron + 1 water + 1 FMN(3-),,,CHEBI:71577 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:17573 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:35511
1921,"1 ent-sandaracopimara-8(14),15-diene + 1 dioxygen + 1 FMNH2(2-) <=> 1 3alpha-hydroxy-ent-sandaracopimaradiene + 1 hydron + 1 water + 1 FMN(3-)",,,CHEBI:50061 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:78255 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:41464
1922,"1 5alpha,9alpha,10beta-labda-8(20),13-dien-15-yl diphosphate(3-) <=> 1 diphosphate(3-) + 1 pimara-8(14),15-diene",,,CHEBI:58635 <=> CHEBI:33019 + CHEBI:8210,RHEA:42984
1923,1 (4R)-ipsdienol + 1 NADP(3-) <=> 1 hydron + 1 ipsdienone + 1 NADPH(4-),,,CHEBI:84970 + CHEBI:58349 <=> CHEBI:15378 + CHEBI:84966 + CHEBI:57783,RHEA:45116
1924,1 (4R)-limonene + 1 diphosphate(3-) <=> 1 geranyl diphosphate,,,CHEBI:15382 + CHEBI:33019 <=> CHEBI:58057,RHEA:10940
1925,1 deacetylipecoside(1+) + 1 water <=> 1 dopaminium(1+) + 1 (-)-secologanin,,,CHEBI:58379 + CHEBI:15377 <=> CHEBI:59905 + CHEBI:18002,RHEA:12296
1926,1 (4S)-limonene + 1 diphosphate(3-) <=> 1 geranyl diphosphate,,,CHEBI:15383 + CHEBI:33019 <=> CHEBI:58057,RHEA:12869
1927,"1 (2-cis,6-trans)-farnesol <=> 1 (2E,6E)-farnesol",,,CHEBI:16774 <=> CHEBI:16619,RHEA:13401
1928,"1 5alpha,9alpha,10beta-labda-8(20),13-dien-15-yl diphosphate(3-) <=> 1 abieta-7,13-diene + 1 diphosphate(3-)",,,CHEBI:58635 <=> CHEBI:30232 + CHEBI:33019,RHEA:13873
1929,1 3alpha(S)-strictosidinium(1+) + 1 water <=> 1 (-)-secologanin + 1 tryptaminium,,,CHEBI:58193 + CHEBI:15377 <=> CHEBI:18002 + CHEBI:57887,RHEA:15013
1930,1 (4S)-limonene + 1 dioxygen + 1 FMNH2(2-) <=> 1 (-)-trans-carveol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:15383 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15389 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:17945
1931,1 (4R)-limonene + 1 dioxygen + 1 FMNH2(2-) <=> 1 (+)-trans-carveol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:15382 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15388 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:18957
1932,1 (+)-aristolochene + 1 diphosphate(3-) <=> 1 XXX,,,CHEBI:43445 + CHEBI:33019 <=> CHEBI:175763,RHEA:19825
1933,1 loganin + 1 dioxygen + 1 FMNH2(2-) <=> 1 hydron + 2 water + 1 FMN(3-) + 1 (-)-secologanin,,,CHEBI:15771 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:58210 + CHEBI:18002,RHEA:20585
1934,1 (4S)-limonene + 1 dioxygen + 1 FMNH2(2-) <=> 1 (-)-trans-isopiperitenol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:15383 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15406 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:15129
1935,"1 CTP(4-) + 1 (2E,6E)-farnesol <=> 1 (2E,6E)-farnesyl monophosphate(2-) + 1 CDP(3-) + 1 hydron",,,CHEBI:37563 + CHEBI:16619 <=> CHEBI:88226 + CHEBI:58069 + CHEBI:15378,RHEA:51680
1936,1 (-)-alpha-amorphene + 1 diphosphate(3-) <=> 1 XXX,,,CHEBI:137533 + CHEBI:33019 <=> CHEBI:175763,RHEA:53640
1937,1 beta-thujene + 1 diphosphate(3-) <=> 1 geranyl diphosphate,,,CHEBI:138047 + CHEBI:33019 <=> CHEBI:58057,RHEA:54072
1938,1 ferruginol + 2 dioxygen + 2 FMNH2(2-) <=> 2 hydron + 1 water + 2 FMN(3-) + 1 sugiol,,,CHEBI:78274 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:58210 + CHEBI:138961,RHEA:55456
1939,1 11-hydroxyferruginol + 2 dioxygen + 2 FMNH2(2-) <=> 1 11-hydroxysugiol + 2 hydron + 1 water + 2 FMN(3-),,,CHEBI:138942 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:138962 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:55460
1940,"1 11-hydroxysugiol + 1 dioxygen + 1 FMNH2(2-) <=> 1 11,20-dihydroxysugiol + 1 hydron + 1 water + 1 FMN(3-)",,,CHEBI:138962 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:138963 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:55464
1941,"1 9beta-pimara-7,15-diene + 1 dioxygen + 1 FMNH2(2-) <=> 1 9beta-pimara-7,15-diene-3beta-ol + 1 hydron + 1 water + 1 FMN(3-)",,,CHEBI:50067 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:138966 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:55472
1942,1 cucurbitadienol + 2 dioxygen + 2 FMNH2(2-) <=> 1 11-oxocucurbitadienol + 2 hydron + 1 water + 2 FMN(3-),,,CHEBI:62456 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:138973 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:55508
1943,1 11alpha-hydroxycucurbitadienol + 1 dioxygen + 1 FMNH2(2-) <=> 1 11-oxocucurbitadienol + 1 hydron + 2 water + 1 FMN(3-),,,CHEBI:138972 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:138973 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:55516
1944,1 carotenoid  psi-end group <=> 1 carotenoid  epsilon-end group,,,CHEBI:139114 <=> CHEBI:139115,RHEA:55616
1945,1 water + NA <=> 1 D-glucopyranose + 1 oleuropein aglycone,,,CHEBI:15377 + CHEBI:7747 <=> CHEBI:4167 + CHEBI:139162,RHEA:55740
1946,"1 CTP(4-) + 1 (2E,6E,10E)-geranylgeraniol <=> 1 (2E,6E,10E)-geranylgeranyl phosphate(2-) + 1 CDP(3-) + 1 hydron",,,CHEBI:37563 + CHEBI:46762 <=> CHEBI:144936 + CHEBI:58069 + CHEBI:15378,RHEA:63456
1947,"1 GTP(4-) + 1 (2E,6E,10E)-geranylgeraniol <=> 1 (2E,6E,10E)-geranylgeranyl phosphate(2-) + 1 GDP(3-) + 1 hydron",,,CHEBI:37565 + CHEBI:46762 <=> CHEBI:144936 + CHEBI:58189 + CHEBI:15378,RHEA:63460
1948,"1 UTP(4-) + 1 (2E,6E,10E)-geranylgeraniol <=> 1 (2E,6E,10E)-geranylgeranyl phosphate(2-) + 1 hydron + 1 UDP(3-)",,,CHEBI:46398 + CHEBI:46762 <=> CHEBI:144936 + CHEBI:15378 + CHEBI:58223,RHEA:63464
1949,1 hydrogen acceptor + 1 lycopene + 1 water + 1 XXX  <=> 1 hydrogen donor + 1 diphosphate(3-) + 1 nonaflavuxanthin,,,CHEBI:13193 + CHEBI:15948 + CHEBI:15377 + CHEBI:57623 <=> CHEBI:17499 + CHEBI:33019 + CHEBI:139514,RHEA:56124
1950,1 hydrogen acceptor + 1 water + 1 nonaflavuxanthin + 1 XXX  <=> 1 hydrogen donor + 1 diphosphate(3-) + 1 flavuxanthin,,,CHEBI:13193 + CHEBI:15377 + CHEBI:139514 + CHEBI:57623 <=> CHEBI:17499 + CHEBI:33019 + CHEBI:139515,RHEA:56128
1951,1 (20S)-protopanaxadiol + 1 dioxygen + 1 FMNH2(2-) <=> 1 protopanaxatriol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:75950 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:75951 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:22272
1952,"1 3beta-hydroxy-9beta-pimara-7,15-dien-19,6beta-olide + 1 NAD(1-) <=> 1 hydron + 1 momilactone A + 1 NADH(2-)",,,CHEBI:49195 + CHEBI:57540 <=> CHEBI:15378 + CHEBI:49191 + CHEBI:57945,RHEA:25363
1953,"1 3beta-hydroxy-9beta-pimara-7,15-dien-19,6beta-olide + 1 NADP(3-) <=> 1 hydron + 1 momilactone A + 1 NADPH(4-)",,,CHEBI:49195 + CHEBI:58349 <=> CHEBI:15378 + CHEBI:49191 + CHEBI:57783,RHEA:25367
1954,1 thalianol <=> 1 XXX,,,CHEBI:52317 <=> CHEBI:15441,RHEA:26160
1955,1 taraxerol <=> 1 XXX,,,CHEBI:9402 <=> CHEBI:15441,RHEA:30431
1956,1 isomultiflorenol <=> 1 XXX,,,CHEBI:62262 <=> CHEBI:15441,RHEA:30451
1957,1 dammarenediol-II <=> 1 water + 1 XXX,,,CHEBI:62416 <=> CHEBI:15377 + CHEBI:15441,RHEA:30855
1958,"1 (17Z)-protosta-17(20),24-dien-3beta-ol <=> 1 XXX ",,,CHEBI:62457 <=> CHEBI:15441,RHEA:30987
1959,1 beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 24-hydroxy-beta-amyrin + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:10352 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:62459 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:30991
1960,1 dioxygen + 1 FMNH2(2-) + 1 sophoradiol <=> 1 hydron + 1 water + 1 FMN(3-) + 1 soyasapogenol B,,,CHEBI:15379 + CHEBI:57618 + CHEBI:62458 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:58210 + CHEBI:9209,RHEA:30995
1961,1 cucurbitadienol <=> 1 XXX,,,CHEBI:62456 <=> CHEBI:15441,RHEA:30999
1962,1 germanicol <=> 1 XXX,,,CHEBI:62455 <=> CHEBI:15441,RHEA:31003
1963,1 beta-amyrin <=> 1 XXX,,,CHEBI:10352 <=> CHEBI:15441,RHEA:31007
1964,1 arabidiol <=> 1 water + 1 XXX,,,CHEBI:62417 <=> CHEBI:15377 + CHEBI:15441,RHEA:31035
1965,"1 lupan-3beta,20-diol <=> 1 water + 1 XXX ",,,CHEBI:62735 <=> CHEBI:15377 + CHEBI:15441,RHEA:31351
1966,1 lupeol <=> 1 XXX,,,CHEBI:6570 <=> CHEBI:15441,RHEA:31383
1967,1 alpha-amyrin <=> 1 XXX,,,CHEBI:10213 <=> CHEBI:15441,RHEA:31387
1968,1 soyasapogenol B + 1 UDP-alpha-D-glucuronate(3-) <=> 1 hydron + 1 soyasapogenol B 3-O-beta-glucuronate + 1 UDP(3-),,,CHEBI:9209 + CHEBI:58052 <=> CHEBI:15378 + CHEBI:62441 + CHEBI:58223,RHEA:31475
1969,1 N(1)-methylpseudouridine 5'-monophosphate(1-) residue + 1 S-adenosyl-L-methionine zwitterion <=> 1 hydron + 1 N(1)-methyl-N(3)-[(3S)-3-amino-3-carboxypropyl]-pseudouridine 5'-phosphate(1-) residue + 1 5'-S-methyl-5'-thioadenosine,,,CHEBI:74890 + CHEBI:59789 <=> CHEBI:15378 + CHEBI:146234 + CHEBI:17509,RHEA:63296
1970,1 beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 11alpha-hydroxy-beta-amyrin + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:10352 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:63177 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:31715
1971,1 parkeol <=> 1 XXX,,,CHEBI:63460 <=> CHEBI:15441,RHEA:31851
1972,1 achilleol B <=> 1 XXX,,,CHEBI:63461 <=> CHEBI:15441,RHEA:31855
1973,1 glutinol <=> 1 XXX,,,CHEBI:63462 <=> CHEBI:15441,RHEA:31859
1974,1 baccharis oxide <=> 1 XXX,,,CHEBI:63463 <=> CHEBI:15441,RHEA:31867
1975,1 delta-amyrin <=> 1 XXX,,,CHEBI:63467 <=> CHEBI:15441,RHEA:31883
1976,1 baruol <=> 1 XXX,,,CHEBI:63712 <=> CHEBI:15441,RHEA:31987
1977,1 costunolide + 1 dioxygen + 1 FMNH2(2-) <=> 1 hydron + 1 water + 1 FMN(3-) + 1 parthenolide,,,CHEBI:3900 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:58210 + CHEBI:7939,RHEA:61320
1978,1 dioxygen + 1 parthenolide + 1 FMNH2(2-) <=> 1 3beta-hydroxyparthenolide + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:15379 + CHEBI:7939 + CHEBI:57618 <=> CHEBI:144561 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:61328
1979,1 hydrogen acceptor + 1 dihydroisopentenyldehydrorhodopin <=> 1 hydrogen donor + 1 isopentenyldehydrorhodopin,,,CHEBI:13193 + CHEBI:87163 <=> CHEBI:17499 + CHEBI:87162,RHEA:46968
1980,1 hydrogen acceptor + 1 dihydrobisanhydrobacterioruberin <=> 1 hydrogen donor + 1 bisanhydrobacterioruberin,,,CHEBI:13193 + CHEBI:87161 <=> CHEBI:17499 + CHEBI:87121,RHEA:46972
1981,1 bacterioruberin <=> 1 water + 1 monoanhydrobacterioruberin,,,CHEBI:49388 <=> CHEBI:15377 + CHEBI:87122,RHEA:47268
1982,1 monoanhydrobacterioruberin <=> 1 bisanhydrobacterioruberin + 1 water,,,CHEBI:87122 <=> CHEBI:87121 + CHEBI:15377,RHEA:47272
1983,1 bacterioruberin <=> 1 bisanhydrobacterioruberin + 2 water,,,CHEBI:49388 <=> CHEBI:87121 + CHEBI:15377,RHEA:38375
1984,1 dammarenediol-II + 1 dioxygen + 1 FMNH2(2-) <=> 1 (20S)-protopanaxadiol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:62416 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:75950 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:38579
1985,1 beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 hydron + 1 water + 1 oleanolate + 1 FMN(3-),,,CHEBI:10352 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:82828 + CHEBI:58210,RHEA:43068
1986,1 beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 erythrodiol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:10352 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:67939 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:43072
1987,1 erythrodiol + 1 dioxygen + 1 FMNH2(2-) <=> 1 hydron + 2 water + 1 oleanolic aldehyde + 1 FMN(3-),,,CHEBI:67939 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:82827 + CHEBI:58210,RHEA:43076
1988,1 dioxygen + 1 oleanolic aldehyde + 1 FMNH2(2-) <=> 2 hydron + 1 water + 1 oleanolate + 1 FMN(3-),,,CHEBI:15379 + CHEBI:82827 + CHEBI:57618 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:82828 + CHEBI:58210,RHEA:43080
1989,2 water + 1 limonin <=> 2 hydron + 1 limonoate(2-),,,CHEBI:15377 + CHEBI:16226 <=> CHEBI:15378 + CHEBI:57763,RHEA:10896
1990,1 water + 1 limonin + 1 UDP-alpha-D-glucose(2-) <=> 1 limonin 17-beta-D-glucoside(1-) + 2 hydron + 1 UDP(3-),,,CHEBI:15377 + CHEBI:16226 + CHEBI:58885 <=> CHEBI:57626 + CHEBI:15378 + CHEBI:58223,RHEA:11256
1991,1 S-adenosyl-L-methionine zwitterion + 1 ST  <=> 1 cyclolaudenol + 1 hydron + 1 S-adenosyl-L-homocysteine zwitterion,L_FAmodify,,CHEBI:59789 + CHEBI:17030 <=> CHEBI:142990 + CHEBI:15378 + CHEBI:57856,RHEA:13137
1992,"1 24-methylenecycloartanol + 1 iron(2+) + 1 hydron + 1 dioxygen <=> 1 4alpha-carboxy-4beta,14alpha-dimethyl-9beta,19-cyclo-5alpha-ergost-24(24(1))-en-3beta-ol(1-) + 1 iron(3+) + 1 water",L_FAmodify,,CHEBI:1307 + CHEBI:29033 + CHEBI:15378 + CHEBI:15379 <=> CHEBI:142916 + CHEBI:29034 + CHEBI:15377,RHEA:58832
1993,1 S-adenosyl-L-methionine zwitterion + 1 ST  <=> 1 24-methylenecycloartanol + 1 hydron + 1 S-adenosyl-L-homocysteine zwitterion,L_FAmodify,,CHEBI:59789 + CHEBI:17030 <=> CHEBI:1307 + CHEBI:15378 + CHEBI:57856,RHEA:59012
1994,1 beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 hydron + 1 water + 1 maniladiol + 1 FMN(3-),,,CHEBI:10352 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:15378 + CHEBI:15377 + CHEBI:138945 + CHEBI:58210,RHEA:55440
1995,1 beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 daturadiol + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:10352 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:138955 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:55452
1996,1 cucurbitadienol + 1 dioxygen + 1 FMNH2(2-) <=> 1 11alpha-hydroxycucurbitadienol + 1 hydron + 1 water + 1 FMN(3-),L_HGmodify,,CHEBI:62456 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:138972 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:55512
1997,1 beta-amyrin + 1 dioxygen + 1 FMNH2(2-) <=> 1 16alpha-hydroxy-beta-amyrin + 1 hydron + 1 water + 1 FMN(3-),,,CHEBI:10352 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:140655 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:56708
1998,1 lycopene + 1 water + 1 XXX  <=> 1 dihydroisopentenyldehydrorhodopin + 1 diphosphate(3-),,,CHEBI:15948 + CHEBI:15377 + CHEBI:57623 <=> CHEBI:87163 + CHEBI:33019,RHEA:58188
1999,1 water + 1 isopentenyldehydrorhodopin + 1 XXX  <=> 1 dihydrobisanhydrobacterioruberin + 1 diphosphate(3-),,,CHEBI:15377 + CHEBI:87162 + CHEBI:57623 <=> CHEBI:87161 + CHEBI:33019,RHEA:58192
2000,1 dammarenediol-II + 1 UDP-alpha-D-glucose(2-) <=> 1 (20S)-20-O-(beta-D-glucosyl)-3-hydroxydammarene + 1 hydron + 1 UDP(3-),L_HGmodify,,CHEBI:62416 + CHEBI:58885 <=> CHEBI:142484 + CHEBI:15378 + CHEBI:58223,RHEA:59044
2001,1 (R)-lavandulyl diphosphate(3-) + 1 water <=> 1 (R)-lavandulol + 1 diphosphate(3-),,,CHEBI:143949 + CHEBI:15377 <=> CHEBI:50283 + CHEBI:33019,RHEA:60696
2002,"1 taxa-4(20),11-dien-5alpha-ol + 1 XXX  <=> 1 coenzyme A(4-) + 1 taxa-4(20),11-dien-5alpha-yl acetate",,,CHEBI:30038 + CHEBI:57288 <=> CHEBI:57287 + CHEBI:30042,RHEA:22028
2003,"1 water + 1 XXX  <=> 1 (1E,4S,5E,7R)-germacra-1(10),5-dien-11-ol + 1 diphosphate(3-)",,,CHEBI:15377 + CHEBI:175763 <=> CHEBI:46734 + CHEBI:33019,RHEA:22436
2004,1 water + 1 geranyl diphosphate <=> 1 (S)-linalool + 1 diphosphate(3-),,,CHEBI:15377 + CHEBI:58057 <=> CHEBI:98 + CHEBI:33019,RHEA:24116
2005,2 water + 1 geranylgeranyl diphosphate <=> 1 diphosphate(3-) + 1 sclareol,,,CHEBI:15377 + CHEBI:57533 <=> CHEBI:33019 + CHEBI:9053,RHEA:25572
2006,1 (+)-pulegone + 1 dioxygen + 1 FMNH2(2-) <=> 1 gordonoside P + 1 hydron + 2 water + 1 FMN(3-),,,CHEBI:35596 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:6750 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:25658
2007,1 water + 1 XXX  <=> 1 diphosphate(3-) + 1 epi-cedrol,,,CHEBI:15377 + CHEBI:175763 <=> CHEBI:33019 + CHEBI:52226,RHEA:26115
2008,1 abietol + 2 dioxygen + 2 FMNH2(2-) <=> 1 abietate + 1 hydron + 1 water + 2 FMN(3-),,,CHEBI:29510 + CHEBI:15379 + CHEBI:57618 <=> CHEBI:35680 + CHEBI:15378 + CHEBI:15377 + CHEBI:58210,RHEA:26221
2009,1 abietal + 1 water + 1 NAD(1-) <=> 1 abietate + 2 hydron + 1 NADH(2-),,,CHEBI:29509 + CHEBI:15377 + CHEBI:57540 <=> CHEBI:35680 + CHEBI:15378 + CHEBI:57945,RHEA:26225
2010,1 hydron + 1 levopimaradienol + 1 NADPH(4-) + 1 dioxygen <=> 2 water + 1 levopimaradienal + 1 NADP(3-),L_HGmodify,,CHEBI:15378 + CHEBI:52482 + CHEBI:57783 + CHEBI:15379 <=> CHEBI:15377 + CHEBI:52483 + CHEBI:58349,RHEA:26249
2011,1 dehydroabietadienol + 1 hydron + 1 NADPH(4-) + 1 dioxygen <=> 1 dehydroabietadienal + 2 water + 1 NADP(3-),L_HGmodify,,CHEBI:52486 + CHEBI:15378 + CHEBI:57783 + CHEBI:15379 <=> CHEBI:52487 + CHEBI:15377 + CHEBI:58349,RHEA:26257
2012,1 dehydroabietadienal + 1 water + 1 NADP(3-) <=> 1 dehydroabietate + 2 hydron + 1 NADPH(4-),L_HGmodify,,CHEBI:52487 + CHEBI:15377 + CHEBI:58349 <=> CHEBI:58621 + CHEBI:15378 + CHEBI:57783,RHEA:26265
